Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Optional_Recycled_Water,Recycled_Water_Units,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Jun,06/01/2015 00:00,Carmichael Water District,2,Yes,255.44,411.86,-99999,NULL,MG,Carmichael Water District collects meter data on a bi-monthly basis.  Residential use is based on previous years data.  CII is based on best estimate.  ,38354,136.7,,,255440000,411860000,136.8,0.616,No Correction,Sacramento River,220.5
15-Jun,06/01/2015 00:00,Carpinteria Valley Water District,Stage II,Yes,323.98,440.12,-99999,NULL,AF,Non-revenue Water based on Total Produced and Delivered less Monthly Metered Sales. Percentage Residential use based on Monthly Metered Sales,14616,75.49,,,47926228,70227500,78,0.324,No Correction,Central Coast,106
15-Jun,06/01/2015 00:00,Casitas Municipal Water District,Stage 2,Yes,1079,1416.97,-99999,NULL,AF,This is a preliminary report. It is includes estimated numbers that could be significantly off actual usage. The metered information is not yet available.,9603,120,,,351593690,461721697,122,0.1,No Correction,South Coast,160.3
15-Jun,06/01/2015 00:00,Castaic Lake Water Agency Santa Clarita Water Division,2,Yes,2120,3084,0,NULL,AF,,121688,140,"In June 2015, we issued 1544 warning/violation notices for the prohibited activities stated in SCWD Ordinance No.43. Most notices were issued by our conservation enforcement team actively patrolling our service area.    On June 10, 2015, the Castaic Lake Water Agency Board of Directors approved the Santa Clarita Water Division Ordinance No. 43 to declare a Level 2 water shortage and establish additional water conservation restrictions, including those required by the State.",,690805025,1004925801,140,0.74,No Correction,South Coast,203.7
15-Jun,06/01/2015 00:00,Ceres  City of,Stage 2,Yes,228.971,280.282,-99999,NULL,MG,,46989,118.573,"The City of Ceres has two full time employees and we have added one temporary staff member this month to monitor and enforce the year around watering schedule. For the month of June 2015 these three employees handed out 52 courtesy notices, 312 warnings and 47 violations.","The City of Ceres continues to promote its current rebate program for low-flow toilet and high efficiency washing machines; and has added a rebate for smart irrigation controllers, Energy Efficient Dishwashers, and a Turf Replacement Program. For the month of June the City of Ceres issues 44 rebates. ",228971000,280282000,118.6,0.73,No Correction,San Joaquin River,145.1
15-Jun,06/01/2015 00:00,Cerritos  City of,Resolution 2015-16 Emerg. Water Conservation Reg.,Yes,641.18,790.38,250.59,NULL,AF,,49041,123.55,,,208929418,257546451,123.5,0.87,No Correction,South Coast,152.3
15-Jun,06/01/2015 00:00,Chino  City of,See qualification Statement Below,Yes,1251.38,1629.59,-99999,NULL,AF,The City of Chino's Water Conservation Ordinance describes the elements of its Water Shortage Contingency Plan and it stipulates that water conservation is required at all times.  Enhanced conservation measures are required/implemented in an escalating fashion depending on water supply circumstances.,78073,95.5,,,407763959,531004227,98.7,0.567,No Correction,South Coast,128.5
15-Jun,06/01/2015 00:00,Chino Hills  City of,3,Yes,527038,680828,66080,NULL,CCF,,77596,127,,,394251803,509294712,127,0.75,No Correction,South Coast,164.1
15-Jun,06/01/2015 00:00,"City of Big Bear Lake, Dept of Water & Power",N/A - permanent water use regs in place,Yes,64.75,88.44,0,NULL,MG,"The BBLDWP was a partner in fighting the devastating Lake Fire in the San Bernardino National Forest which ultimately burned over 31,000 acres. In the emergency response to the incident it is sometimes difficult to measure the exact quantity of water which went to fighting the blaze. A very conservative, but fact based estimate showed us that at least .0445 million gallons produced by BBLDWP left our service area and went to fighting the fire outside of our service area. The estimate is as follows. Forestry fire trucks using 300 gallons per fill filled up at least 100 time for a total 30,000 gallons. Emergency operations reported at least 8,000 gallons for the air ops resources and a local businessman with a water truck assisted operations using 6,500 gallons; reaching a cumulative 44,500 gallons of water. This amount has been deducted from our total production. In addition, after a discussion with our General Manager on June 16 we were instructed to consider Camp Oakes as wholesale water and deduct it from our total potable water production. Camp Oakes used 2 CCF/units of water prior to the Lake Fire and that amount was deducted from our commercial consumption (as a wholesale commercial account). Camp Oakes reportedly used an additional 21 CCF/units to support fire fighting operations. These 23 CCF/units were deducted from our total production. ",25610,59.5,"BBLDWP had 71 contacts with customers regarding leaks, some were proactively found by DWP personnel and a few were reported or discovered by homeowners. We issued 5 watering permits that allowed special, short term exemptions for special purposes such as health and safety concerns and limited day or time exemptions for planting new vegetables or trees. The BBLDWP had 23 follow-up contacts with customers about our retrofit on change of service program which requires they change all plumbing fixtures to low flow upon a change in ownership/account holder. From April-October annually BBLDWP employs a seasonal employee that patrols different sections of our service area at least 3 days per week looking for violations and educating customers on our water use regulations. Failure to comply could result in termination of water service (per our Failure to Comply Procedures) and any associated fees/fines.","The BBLDWP awarded toilet rebates to 12 customers in the month of June totaling $1,790.08 for the replacement of 18 high flow/flush toilets. We granted turf buybacks to 6 customers for a total of $10,767 and 21,534 square feet of turf removed. We had 35 contacts with customers regarding toilet rebates and 14 contacts regarding turf buybacks. We also answered a minimum 6 questions from customers about water regulations and answered 43 requests for conservation items (distributing over 500 cabin conservation cards and over 600 linen cards [for lodging facilities]).",64750000,88440000,59.8,0.71,No Correction,South Coast,81.7
15-Jun,06/01/2015 00:00,City of Newman Water Department,2,Yes,66729000,93412000,0,NULL,G,,10668,111.43,,,66729000,93412000,111.4,0.5344,No Correction,San Joaquin River,156
15-Jun,06/01/2015 00:00,Clovis  City of,2,Yes,741.633,1106.722,-99999,NULL,MG,% Residential and commercial/industrial/institution is estimated due to meters only being read bimonthly.  Population growth since 2013 is 4.2%.,108227,165.51,,"We instituted mandatory 36% reductions for all customers with penalties for not meeting the limit, reduced the number of outdoor watering days to 2 per week, increased water waste patrols and audits.  New public landscape is not being allowed to go in unless it is on recycled water.  Sprinklers on public landscape park strips were capped off.",741633000,1106722000,165.5,0.7246,No Correction,Tulare Lake,247
15-Jun,06/01/2015 00:00,Coachella  City of,Stage 3,Yes,210.73,263.6,0,NULL,MG,,43917,111.96,,,210730000,263600000,112,0.7,No Correction,Colorado River,140.1
15-Jun,06/01/2015 00:00,Coachella Valley Water District,3,Yes,9408.2,11901.6,-99999,NULL,AF,Data obtained from city planning departments within the CVWD service area indicated a snowbird or seasonal population of approximately 32.8%. Total population for this report was adjusted from the original census data to include these residents who own homes and use potable water for landscape purposes in all months of the year.             ,318217,233.1,             ,"The Coachella Valley Water District is utilizing a water budget-based tiered rates system, rather than restricting days per week watering to help achieve its conservation goal. Outdoor water budgets have been reduced 36%, and a drought penalty has been added for customers exceeding the reduced outdoor water budget.   ",3065675396,3878153344,233.1,0.726,No Correction,Colorado River,294.9
15-Jun,06/01/2015 00:00,Coalinga City of,2,Yes,370,524,-99999,NULL,AF,"Pleasant Valley State Prison and Coalinga State Hospital are counted as residential.  These are the city's two largest customers.   This report does not include wholesale, untreated water sold upstream of the city's water plant directly from the Coalinga Lateral Canal to Harris Feeding Company.",16529,159,"Warning letters, door hangers, verbal contact/notices",,120565028,170746148,160.5,0.66,No Correction,Tulare Lake,227.3
15-Jun,06/01/2015 00:00,Coastside County Water District,Stage 2 Water Shortage Emergency Warning,Yes,56.87,69.55,-99999,NULL,MG,"Residential customers are billed bi-monthly in two cycles, with more residential customers in one of the cycles. The monthly production number does not correlate directly with the RGPCD reported. The District is in the process of moving more CII customers to monthly billing, so that should be considered when reviewing CII consumption reported.",16668,66,2- Contacts regarding leaks 40-High bill notifications 12-Follow-ups on Water Waste Complaints,"In June, Coastside CWD adopted a new Ordinance (2015-01) implementing more restrictions on outdoor irrigation. The District also performed a rate study and a cost of service analysis and adjusted the residential tiers to reflect current consumption.",56870000,69550000,68.7,0.604,No Correction,San Francisco Bay,84
15-Jun,06/01/2015 00:00,"Colton, City of",3,Yes,876,1077.2,-99999,NULL,AF,,47612,111.91,"Customers are restricted from watering from 6am-8pm, are only allowed to water 3 days a week, and for no more than 10 minutes per station per occurrence. Overwatering and run-off are also violations of our municipal code. Leaks must be repaired in a timely manner, and no one is allowed to use water to clean hardscape areas, unless for public health reasons. ",Currently recruiting for more conservation personnel. ,285445850,351007157,111.9,0.56,No Correction,South Coast,137.6
15-Jun,06/01/2015 00:00,Compton  City of,1,Yes,593,712,0,NULL,AF,,81963,54,,,193229896,232006216,54.2,0.69,No Correction,South Coast,65.1
15-Jun,06/01/2015 00:00,Contra Costa Water District,3,Yes,2048,3435,-99999,NULL,AF,,199680,82,"CCWD has begun outreach to restaurants and hotels to address new prohibited water uses (and corresponding enforcement), such as: Serving of drinking water other than upon request in eating or drinking establishments, including but not limited to restaurants, hotels, cafes, cafeterias, bars, or other public places where food or drink are served and/or purchased.  Operators of hotels and motels shall provide guests with the option of choosing not to have towels and linens laundered daily. A notice shall be prominently displayed in each bathroom.",,667343722,1119299652,81.9,0.735,No Correction,San Francisco Bay,137.3
15-Jun,06/01/2015 00:00,"Corcoran, City of",2,Yes,172.69,258.31,-99999,NULL,MG,,24154,172.69,,,172690000,258310000,202.6,0.85,No Correction,Tulare Lake,303
15-Jun,06/01/2015 00:00,Corona  City of,3,Yes,2812.17,3550.04,335.6712323,NULL,AF,Updated June 2015 report. Potable and reclaimed water production and consumption are reported in AF. Previously they were reported in MG.,168070,108.88,"In June 2015, a total of 590 customers had water usage charged in Tier 4 (Excessive Water Use) and 518 customers had water usage charged in Tier 5 (Wasteful Water Use). All customers with water usage falling into tier 4 and 5 are notified by postcard and customers with tier 4 or 5 water usage for more than one month are contacted by phone to schedule an appointment to address the high water usage.","In June 2015, Corona's Water Resources Team received 723 calls relating to water conservation questions, rebate programs and water waste with 1,025 outgoing calls. A total of 281 landscape checkup (water audits) appointments and three follow up call or site visit were completed, as well as sprinkler or leak repairs at 43 sites and the installation of water saving devices at five properties were completed. In May there were three education events held. 214 bathroom aerators, 167 hose nozzles, 96 kitchen aerators, 191 showerheads, 197 toilet dye tablets, and 176 shower timers were delivered to residential customers. 203 rebates were issued for residential customers and 789 commercial rebates were issued.",916349607,1156785600,108.8,0.5987,No Correction,South Coast,137.4
