Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Nov,11/01/2015  00:00:00,Sacramento  City of,2,Yes,1768,2568,MG,,480155,68,,Please note previous comments indicating that nearly all identified fields were instituted prior to April 2014 as the City institute aggressive drought measure in early 2014.,0,MG,"601,000,000", 68.7 ,56,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,California Water Service Company Kern River Valley,2,Yes,44,53.4,AF,CII quantity of water included all non-residential sales. ,5510,80.3,,,,AF,"1,270,821", 80.3 ,92.6,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,California Water Service Company Los Altos/Suburban,2,Yes,592.8,1027.4,AF,CII quantity of water included all non-residential sales. ,69996,70.4,,,,AF,"54,612,699", 70.4 ,76.5,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Hanford  City of,,Yes,199054000,266556300,G,,57050,70.42,,,,G,"78,543,740", 70.4 ,60.55,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,California Water Service Company Livermore,2,Yes,430.1,732.1,AF,CII quantity of water included all non-residential sales. ,58694,60.4,,,,AF,"41,350,546", 60.3 ,75.8,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,West Kern Water District,2,Yes,1200.94,1333.54,AF,,21181,104.39,,,0,AF,"322,785,165", 110.9 ,18,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,Paso Robles  City of,2,Yes,106.711,157.126,MG,,30450,79.9,"Contact follow-ups count includes responses to work order tracking items & FAQs delivered by WC staff.  Warning actions includes NOVs (white door hanger w/ NOV letter) & notices of suspected water waste (blue door hanger), & excludes any penalties issued.  Penalties begin with 3rd NOV within a calendar year.","Water allocations (and associated administrative penalties) were considered but ultimately rejected by Paso Robles City Council.  However, penalties for violation of our Water Conservation and Water Shortage Contingency Plan remain in place.",,MG,"37,593,000", 79.9 ,68.4,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,Pismo Beach  City of,4th of 4,Yes,115.85,164.85,AF,Bimonthly billing so % use is an estimate,7861,73.6,,"The City has adopted an ordnance that requires 0.5 gpm aerators on all publicly accessible restrooms, including hotel rooms as of Oct. 2015 and all urinals be replaced with water-less urinals by Feb 2016",0,AF,"20,385,265", 73.6 ,46,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,California Water Service Company Marysville,2,Yes,112.7,152,AF,CII quantity of water included all non-residential sales. ,12260,60,,,,AF,"13,490,249", 60.0 ,60.1,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Madera  City of,C,Yes,185.883,252.689,MG,,63961,82.34,,,,MG,"27,762,000", 82.3 ,85,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Hemet  City of,2,Yes,291.36,298.68,AF,,29982,53.11,Of the 31 contacts made 18 were possible leaks on the customers side. the 18 possible leaks were found while checking 93 total leak alerts in November.,The City of Hemet is continually looking for ways to conserve water and bolster educational efforts. The City has been focusing on filling vacancies and adding staff positions to dedicate to conservation enforcement.,0,AF,"45,570,322", 54.9 ,52,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,California Water Service Company Mid Peninsula,2,Yes,880.2,1213.9,AF,CII quantity of water included all non-residential sales. ,135070,50.1,,,,AF,"86,089,947", 50.1 ,70.8,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,California Water Service Company Palos Verdes,2,Yes,1297.4,1585.7,AF,CII quantity of water included all non-residential sales. ,69916,174.3,,,,AF,"49,627,172", 174.3 ,86.5,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,"Colton, City of",3,Yes,699.4,721.5,AF,,47612,84.88,"Customers are restricted from watering from 6am-8pm, are only allowed to water 3 days a week, and for no more than 10 minutes per station per occurrence. Overwatering and run-off are also violations of our municipal code. Leaks must be repaired in a timely manner, and no one is allowed to use water to clean hardscape areas, unless for public health reasons. ",Personnel from a temporary placement agency was hired to assist with citations and the rebate program. The City is currently in talks with DropCounter to potentially use their services. ,0,AF,"92,541,805", 84.9 ,53.2,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,California Water Service Company Redwood Valley,2,Yes,20.6,26.2,AF,CII quantity of water included all non-residential sales. ,3324,61.8,,,,AF,"521,362", 61.9 ,91.9,No Correction,North Coast,
15-Nov,11/01/2015  00:00:00,Brea  City of,2,Yes,733.62,803,AF,,43328,86,Education and Administrative citations when non compliant with Phase 2 regulations of Water Ordinance 1123,,0,AF,"106,367,681", 86.4 ,47,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,California Water Service Company Salinas District,2,Yes,1008.2,1263.6,AF,CII quantity of water included all non-residential sales. ,109489,57.7,,,,AF,"114,178,340", 57.7 ,57.7,No Correction,Central Coast,
15-Nov,11/01/2015  00:00:00,Wasco  City of,3,Yes,92.05,112.85,MG,,26159,80,5,,0,MG,"25,900,000", 82.1 ,70,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,California Water Service Company South San Francisco,2,Yes,525.7,660.5,AF,CII quantity of water included all non-residential sales. ,61701,37.4,,,,AF,"100,557,750", 37.5 ,40.5,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,"Tulare, City of",3,Yes,319.6,427,MG,,62363,99,,,,MG,"167,800,000", 99.1 ,58,No Correction,Tulare Lake,
15-Nov,11/01/2015  00:00:00,California Water Service Company Stockton,2,Yes,1438.2,1894.6,AF,CII quantity of water included all non-residential sales. ,170875,53,,,,AF,"199,095,222", 53.0 ,58,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,California Water Service Company Willows,2,Yes,65.3,92.1,AF,CII quantity of water included all non-residential sales. ,7135,69.9,,,,AF,"7,527,168", 70.0 ,70.4,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,California Water Service Company Westlake,2,Yes,454,613,AF,CII quantity of water included all non-residential sales. ,19450,185.6,,,,AF,"39,786,459", 185.6 ,73.2,No Correction,South Coast,
15-Nov,11/01/2015  00:00:00,"East Palo Alto, City of",stage 2,No,53531,88600,CCF,,29143,52,we dispatch to each water complaint location and perform outreach,,0,CCF,"4,004,322", 41.2 ,90,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Banning  City of,2,Yes,463,571,AF,,30325,93,,,,AF,"48,226,011", 92.9 ,56,No Correction,Colorado River,
15-Nov,11/01/2015  00:00:00,Benicia  City of,Stage 3 (Modified),Yes,245.7,438.5,AF,,28086,51,,,,AF,"16,325,156", 51.3 ,54,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Westborough Water District,Stage 2,Yes,27091,35909,CCF,,14050,47.36,,,0,CCF,"300,717", 47.4 ,98.51,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Woodland  City of,Stage 2 - Water Warning,Yes,179828548,235960100,G,"Percentage residential use includes single-family indoor and landscape use as well as multi-family indoor use.  However, we are unable to include multi-family landscape use in this calculation. All landscape meters in Woodland are on the same fee schedule. Because of this, multi-family landscape use is not distinguished from commercial landscape use in our data collection. Therefore, multi-family landscape use currently cannot be separated from commercial landscape use.",57223,72.4,,,0,G,"68,462,304", 72.8 ,69.48,No Correction,Sacramento River,
15-Nov,11/01/2015  00:00:00,Mountain View  City of,2,Yes,533,848,AF,"Clarification-While we increased staff in May 2015 by .5 FTE, in November an existing conservation staff member has transferred to a different unit.  The new staff hired in May 2015 has replaced the FTE  but there is a temporary  net .50 FTE reduction dedicated to conservation.",76210,41.8,,,,AF,Null, 41.8 ,55,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,Mammoth Community Water District,3,Yes,28.409,27.982,MG,"Population is reported as Effective Population from MCWD - 2010 Urban Water Management Plan (UWMP). Effective Population accounts for the visitor base and resulting effect on water usage. Basis of calculation is reported in the 2010 UWMP. Maximum People At One Time (PAOT) in the service area is estimated by the Town of Mammoth Lakes to be 36,578 people. Permanent resident population is 8,073.  ",16739,34,,,,MG,Null, 33.9 ,60,No Correction,South Lahontan,
15-Nov,11/01/2015  00:00:00,Antioch  City of,Stage 3,Yes,289.364,420.137,MG,,108298,80,,,,MG,"41,371,000", 80.2 ,90,No Correction,San Joaquin River,
15-Nov,11/01/2015  00:00:00,Estero Municipal Improvement District,1,Yes,108628,137795,CCF,,37165,45.3,,,0,CCF,"52,474,348", 42.3 ,58,No Correction,San Francisco Bay,
15-Nov,11/01/2015  00:00:00,East Orange County Water District,Level 2,Yes,56.9,71.3,AF,"EOCWD's monthly water production for November was 56.9 acre feet.   1.3 acre feet was non-residential use (restaurant, school, park) which is determined by taking monthly reads of these specific meters.   Approximately 0.1 acre feet was from IPR.  Therefore, our adjusted Total Monthly Production - IPR is 56.8 acre feet.  Our adjusted GPCD - IPR is 190.   Our agency had minimal IPR due to the purchase of treated import water.",3247,190.3,"Our agency reads customer meters bi-monthly and in the prior month (October), we issued 10 fines and 64 warnings.  During November, we continued to follow-up with non-responsive customers by reaching out through phone calls, door tags, and letters.",Our agency sent out billing stuffers to all of our customers notifying them that watering days were reduced to once per week.  We also installed 4 large drought signs at key locations in our distribution system which display our target conservation goal of 36% as well as an arrow indicator of our current conservation percentage achieved.  Our staff also set door hangers notifying all of our customers of the once per week watering day.  The door hangers also had helpful tips on ways to reduce water use.   ,0,AF,"423,607", 186.5 ,98,No Correction,South Coast,
